industry_id,company_name,ticker,segment,source,source_type,post_date,post_url,title,excerpt,post_type,theme,signal_strength,why_it_matters,confidence,run_timestamp
consumer,Grocery Outlet,GO,pe_mid,news.google.com,google_news,2026-02-27,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOQUV2V1k4VTEtam9QM1pQaHhMdzQzWlJyNm1OVl9mamFBSE5Hbno5UUFIR3dZWXR4NlBqOHIzZkEtTUtVblNyUzZPZ0lKOXZpWHMxSDhodVFVSU1SZHM1eVJScVFueVVfb1ZmUXRFRnRCOUVfbGppRW1BZldzOUthN0cwQzZxR01hZlVya05pRndLUzZNYWlXcEVaUWU4UDd4MXFGTVllRlRqNjlaYTNPSGNSTzhSeW54WENDRE1landOR0pzbkZMRVBPcTMza0lvWGs4X2FTSVg?oc=5,What Rural Kenya Taught Me About Designing Interventions That Go Beyond the Pilot - Harvard T.H. Chan School of Public Health,What Rural Kenya Taught Me About Designing Interventions That Go Beyond the Pilot &nbsp;&nbsp; Harvard T.H. Chan School of Public Health,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,news.google.com,google_news,2026-02-27,https://news.google.com/rss/articles/CBMie0FVX3lxTE5laHUwN29jazNTdlpnanc4Mi1ReTZZY2pCaV9SMmFCVUhFUF9JVFpheF9NRGRhd0c3R0pMeUkxUVJWNDdmZVRMUGZKOG0yWHRSQl80S19vejMzSDBiYnpQM1hOQmM0T3NjcWJrT090SmJhUjJad2ZKZ0YtRdIBgAFBVV95cUxPa2N0Uk9BczJ5NWk0SHkzYVNTcFNtRWF6ajZqTWJHclk4Z1JvY1lpZEpyUERBallScTd1X0ZuckZLV1FfbFNWYWtvQ1dYNDY5VVZ4c29kLVJqM3RNV3ZHQjVJQ0c1UHZZaTkxTHl0YVdHNy01c003TUIwdVlMUFlWRg?oc=5,"Houston weather: Sunny, spring-like Friday for Go Texan Day - FOX 26 Houston","Houston weather: Sunny, spring-like Friday for Go Texan Day &nbsp;&nbsp; FOX 26 Houston",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,news.google.com,google_news,2026-02-27,https://news.google.com/rss/articles/CBMirwFBVV95cUxNXzFsRDJ2ZWV6YUZhSjVtMTc3MUZNLWJ1MnJxNS1fU2JBRm01SE1nT3JrX2xNM2dmV3hhMU1nbUJkTThBS0U5X1VIcmp5cGJucXpid085a3NFeGNTcVJldGtLWmZKOWNpU0dtZjJxT3NTaTlMLThscmdmaDlEdktfWkhDRXNtbk9WR1FUcFBzeXNZWVZZRXpsRW1MVTRIckNoLUtSaUowQmZzaHY1UFZz0gHDAUFVX3lxTE9qWTRSSVR4bkNRSmNkNWhYNEQ4ME9vLXZtN0Z0cEtDU2FWaDZXcjMtall0WWtXNU1USi1xdXRhdDM5TWJJX2NyY2VjOXdINnY3YzllSU5GZ3p4QWh2U3c1YUpCRTFEY21zY0lhWmVVdlhNMDl5WWRIREtjU1hGV3c5VUVBOWRtdGpkMFZVV0xxSzd2TlZpYzY2Rl8tZ3dJd29DRVFTUW5kV2JpdGszRFRvLUFRVTZOYzh5dkNsMDFrb3J5SQ?oc=5,"College instructor fired, leaves country after pedophilia allegations go viral - WNEM","College instructor fired, leaves country after pedophilia allegations go viral &nbsp;&nbsp; WNEM",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,news.google.com,google_news,2026-02-27,https://news.google.com/rss/articles/CBMimwJBVV95cUxNMjVvMlBlVlJucUIxdXZ0WDJCVG5nY3VmUV93a2ZEMGFRZUNnUXByR2pZVEpXckFERTd1b25RQWNLNXFuOHJGN0d4Y2YzWU9iQVhzcWNiTXRPWkNqNmQybG1HTUQ0S0FrLWlSTDBnU1c5cVBKenlxUHhFYXVXRHFOajlmZUNrM0NTOURveUs3SktmWTkyZnhNN3dLS3dNWGFWRnBueHlXbnZkQXl3YjBidTloMldHZFZaWTRHMDFjWnliVTRsckROWERhdGdzR1JQaHBNZWlJSEV6MlNaRU5qV2dtU1VrYzlkY0JlOE5sQ2Q3Zlo4Tk45dzlHa3d3RlhWbl9DU0lKMWhMWHZRcEhPRk0yYlI1MFdISmxR?oc=5,Paloma Creek Elementary students will go to higher-performing DISD schools next year in improvement plan - Denton Record-Chronicle,Paloma Creek Elementary students will go to higher-performing DISD schools next year in improvement plan &nbsp;&nbsp; Denton Record-Chronicle,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,news.google.com,google_news,2026-02-27,https://news.google.com/rss/articles/CBMiswFBVV95cUxNbWRWd3RteHJMb1lVX1JZWDdibGF6T1JteFpzc1ViME5ONUdVY3gycTNPTG1EQ2JENFhmQjZBY1RfZkJCSkkyc2ltTURZUGdoa1NNdnEzbGtUUHh4cVJWd1VjSDRhUThudVE1SVZubnJLaHFQNnVEWGZoUzBhZlBSeDc1Q1I0ajFtY3RWWFNSbFdhWjlFczYxNUlXdGNNYnhjVndiQ2VSa1NHOC1sRzRSYkpzMA?oc=5,Go Ahead: Hang Your Paper on Your Office Door (opinion) - Inside Higher Ed,Go Ahead: Hang Your Paper on Your Office Door (opinion) &nbsp;&nbsp; Inside Higher Ed,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-26,https://finance.yahoo.com/news/krispy-kreme-dnut-tops-q4-145503022.html?.tsrc=rss,Krispy Kreme (DNUT) Tops Q4 Earnings and Revenue Estimates,"Krispy Kreme (DNUT) delivered earnings and revenue surprises of +170.27% and +1.26%, respectively, for the quarter ended December 2025. Do the numbers hold clues to what lies ahead for the stock?",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-25,https://finance.yahoo.com/news/grocery-outlet-holding-corp-earnings-150003191.html?.tsrc=rss,Grocery Outlet Holding Corp. (GO) Earnings Expected to Grow: Should You Buy?,Grocery Outlet (GO) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-18,https://finance.yahoo.com/news/grocery-outlet-holding-corp-announces-210500914.html?.tsrc=rss,Grocery Outlet Holding Corp. Announces Fourth Quarter and Fiscal 2025 Earnings Release and Conference Call Date,"EMERYVILLE, Calif., Feb. 18, 2026 (GLOBE NEWSWIRE) -- Grocery Outlet Holding Corp. (NASDAQ: GO) (“Grocery Outlet”) today announced that its financial results for the fourth quarter and full fiscal 2025 year will be released after the market close on Wednesday, March 4, 2026. The company will host a conference call at 4:30pm ET (1:30pm PT) to discuss the results. A live audio webcast of the conference call will be available online at https://investors.groceryoutlet.com. A webcast replay will be a",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-18,https://www.grocerydive.com/news/inside-the-store-grocery-outlets-latest-store-makes-its-value-proposition/812221/?.tsrc=rss,Inside the Store: Grocery Outlet makes its Virginia debut,The discounter’s first store in the state is stocked with low-price messaging and private label products.,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-13,https://finance.yahoo.com/news/assessing-grocery-outlet-holding-valuation-141408323.html?.tsrc=rss,Assessing Grocery Outlet Holding (GO) Valuation After Recent Share Price Rebound,"What is happening with Grocery Outlet Holding (GO) today? Without a specific news catalyst, Grocery Outlet Holding (GO) is drawing attention as investors weigh its recent share performance, with a one-month return near 6% contrasting with a negative move over the past three months. See our latest analysis for Grocery Outlet Holding. At a share price of US$10.08, Grocery Outlet Holding has seen a 2.96% 1 day share price gain and a 5.88% 30 day share price return, yet its 1 year total...",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-11,https://finance.yahoo.com/news/grocery-outlet-holding-pricing-reflect-081624030.html?.tsrc=rss,Is Grocery Outlet Holding (GO) Pricing Reflect A Reset After Multi‑Year Share Price Slump,"If you are wondering whether Grocery Outlet Holding's share price around US$9.94 reflects a bargain or a value trap, this article will walk through what the current valuation actually suggests. The stock has recently shown mixed performance, with a 5.6% gain over the last 7 days and 4.1% over the past month, set against a 2.3% year to date decline and a 41.2% fall over the last year, and a 66.1% and 76.4% decline over the past 3 and 5 years respectively. Recent coverage around Grocery Outlet...",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-03,https://finance.yahoo.com/news/grocery-outlet-launches-first-ever-130000162.html?.tsrc=rss,Grocery Outlet Launches First-Ever Shoppable Livestream Series,"The Grocery Outlet Xtreme Value Stock Up Show to debut on Facebook and Instagram February 4EMERYVILLE, Calif., Feb. 03, 2026 (GLOBE NEWSWIRE) -- Grocery Outlet Holding Corp. (NASDAQ: GO) (""Grocery Outlet"" or the ""Company""), one of America’s favorite, extreme value grocers today announced the launch of its first-ever shoppable livestream series: The Grocery Outlet Xtreme Value Stock Up Show designed to help shoppers get ready for the Big Game! Designed to bring the thrill of bargain hunting direc",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-02-02,https://finance.yahoo.com/news/3-consumer-stocks-risky-043533534.html?.tsrc=rss,3 Consumer Stocks We Find Risky,"Retailers are adapting their business models as technology changes how people shop. Still, secular trends are working against their favor as e-commerce continues to take share from brick and mortars. This puts retail stocks in a tough spot, and over the past six months, the industry’s 7.4% gain has trailed the S&amp;P 500 by 2.6 percentage points.",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-01-30,https://finance.yahoo.com/news/3-small-cap-stocks-skeptical-043216212.html?.tsrc=rss,3 Small-Cap Stocks We’re Skeptical Of,"Investors looking for hidden gems should keep an eye on small-cap stocks because they’re frequently overlooked by Wall Street. Many opportunities exist in this part of the market, but it is also a high-risk, high-reward environment due to the lack of reliable analyst price targets.",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Grocery Outlet,GO,pe_mid,finance.yahoo.com,yahoo_finance,2026-01-28,https://finance.yahoo.com/news/options-traders-know-something-grocery-161300317.html?.tsrc=rss,Do Options Traders Know Something About Grocery Outlet Stock We Don't?,Investors need to pay close attention to GO stock based on the movements in the options market lately.,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-27,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNQW5zT0t2NUtYMnhvRnhHX0Zjbjl2dVFJUEdUU19pREZ4SEdnajJKbE91SHVsbkFVLVdKSDgzN2txRkdjdm9oTG5JLURyMEhILVQxNGhmS194ZnFNQkYtTGFxNlh5OVNEcFNma3prRU9pTXJMdXJRalh3emNFaWRHTTNVR0d4c2dhRV9Bak1iS0FCbGdPQk5FWVVoZ1dqYzJOS3VjekVpclZwWmx1Mzl3U3RvLWFyWW1teVhQcGFJc21maWdfNEtKQ0dYN0ZMWVBuYm4tVA?oc=5,Weis Markets (NYSE:WMK) Share Price Passes Below 200-Day Moving Average - Should You Sell? - MarketBeat,Weis Markets (NYSE:WMK) Share Price Passes Below 200-Day Moving Average - Should You Sell? &nbsp;&nbsp; MarketBeat,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-25,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPWXU2eW5ZTXNhaGMzd1oxUk9fc0lBUTgzSVpwTGdPUVYxVjNqVEh4aTkwdi1RcjlhaEVLNElVTldmVHJpVW53a0RONGVOQmQyaXhMazJuSkVqX0JyTGh4N01ZSzFuUEhnbUNSb2xSYnBJN0xGRzdiU3QzWk1QVnJrajVOOXF1TnE1Wm85djlmREtodWpLQXpnVkhIbnZoTGhpY2RyeUV6Q1U2TjFHMjRteWFwVHB5QU5JNVE3dGhuMVlXZjZMZUhHeXgwd1JzWG90cjhrNWJiV21NM1p1aXhadk9vRFIwVVhnVXpIbElfWDc?oc=5,"WEIS MARKETS, INC. REPORTS DELAY OF ANNUAL REPORT ON FORM 10-K FOR THE FISCAL YEAR ENDED DECEMBER 27, 2025 - PR Newswire","WEIS MARKETS, INC. REPORTS DELAY OF ANNUAL REPORT ON FORM 10-K FOR THE FISCAL YEAR ENDED DECEMBER 27, 2025 &nbsp;&nbsp; PR Newswire",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-26,https://news.google.com/rss/articles/CBMitAJBVV95cUxQYXlHUWV6SDFpV1J1Y3dDNlhEMmZjQ002Q2xCeWhIZkVtcGlSdkYtVDI2cUs1YkRHem1TMkVvVXJKTzYtZXI3Um5IT3NhR01FUm1KYkhIMjZOaGNjUElwRjB6M3JkbUlXaU5walVBWEhJR0daLVFPdTZCcHhudGp3OEZOV1lkazNVUUlFeGZWNnE1eDExUDA3THRBRFczSkpuWWZUZHkyUkMtOUd2b2RtZXNOZ3RRTXA2MjB5NUVITVAzVG5Fa0thTkItaTZ2RzQxZEFSVVI0WkpBdUdvR196Y1E2ejlsQ19EMHcyb3ZPWEZEblg4Y0c4aFR1cGVubndaa1YxYVhIQ2F0VWplMTlFQzEtOVV5alFncVRrUnRlVmZ3WFlNdTIwSFcyWUUyNGJjeEZKMg?oc=5,"Weis Markets, Inc. Shareholders Are Encouraged to Reach Out - GlobeNewswire","Weis Markets, Inc. Shareholders Are Encouraged to Reach Out &nbsp;&nbsp; GlobeNewswire",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-25,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNSjNYQjZkT2tBbDlCVHRtQUVzYXFVQW5MRFN1dnZsRjBxZUtQSVc1Tm5iOWZ6aU1ralpFVHlRZGNHVGowcUVkSEwycjBxUVE1b0dtT2RwZV9yZkhiRGZQVjlZSFZoQmF4dmFLOXJJRVhlWnJ1a0pTNzZNczVRX0FGakRxY0FCTXRRbmZWRkl6RzNGX3pXSW9wZ2VOUTdLMzNfc0xVRmdLcXZ3SFdLdlBHSVVDbTVIcXNydy01dFRKSUFiSjRRM190eDlMT2M0bVhYbkJDRGpmZzdwQ0FkdUFzR18yVEVDdw?oc=5,Weis Markets Reports Delay Of Annual Report On Form 10-K For FY Ended December 27 - TradingView,Weis Markets Reports Delay Of Annual Report On Form 10-K For FY Ended December 27 &nbsp;&nbsp; TradingView,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-23,https://news.google.com/rss/articles/CBMicEFVX3lxTE5jMHBmclRYWXo2ajVmX2puSE1JSlJRZlRiQzAwZ1RGZVhsOC1mWEJ6MUpiY2wwNVBNaERja2F6bU9BZ0RoM3djWE1IdEZ4ZmRaUEo5TjVsdGk2S1BGZFplMGFMNHFETkN0dmxzQXpFa04?oc=5,Weis Markets Expands Maryland Footprint - Store Brands,Weis Markets Expands Maryland Footprint &nbsp;&nbsp; Store Brands,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-23,https://news.google.com/rss/articles/CBMiqgFBVV95cUxORk53N1U5dGFQN2FaNjhibm5YVnFzSldzUG9veTlGaXNXZVNURS1jd1Z5Y3hxM296NmplUWd5aHRBUlY4NDFVVzY4MFp0NU9wQjFFNW02T1JKN1ozZE1kWlNDNFl2S3BCbUV2dFlDVmVsLWVUeVhFOXV0UDVmZUJjQmhjNlhzamR6cFlXY1pTODVocl8xazFUZ2NYU3FVRW12S1Z0a1oxcjNDdw?oc=5,Stuff the Pantry with Weis Markets + iHeartRadio - iHeart,Stuff the Pantry with Weis Markets + iHeartRadio &nbsp;&nbsp; iHeart,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-19,https://news.google.com/rss/articles/CBMinwFBVV95cUxQUVVidmI2TVhVdmIzV1doUVZIWjNzMDF1OTE4U2pISnh3RTBWN2ltMGN6NGhLdUE5WlM2MUxadkNOenRtbTdVTjkySThlQnl5VV81YkhoZkpMeHJjX19oZmJkSVVaUDNaYUkzdTRIVERLYTFGUWpRMElhR21vX2lMNWJaWFk1TE94OXA4a0RjOXBsb0tHb0N3eGpDZDFKVWc?oc=5,Weis Markets Opens New Maryland Store Featuring Enhanced Convenience - Progressive Grocer,Weis Markets Opens New Maryland Store Featuring Enhanced Convenience &nbsp;&nbsp; Progressive Grocer,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-11,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPWC1mbURsdnl5TlIzLXVGSnQzN2JSZVRONTlWY1BLeDZieFprQzgySGFzSTRhTmJXSnRwX3Nvd2dUOUx6ZUpMSkdiZkoyQjc1YjBvTTdMajI3aTJCUE4xeWZBNW9fXzdXbVJQVkw0M3phN0VGOTFUU2JMdVVHamtlU1JnTEk1dkpBeWNTUi1oQVVQaV92OGF4Z2k2M2RudFlhc3hxOThLd1BXLVpZLWNMYVJYVTZYVFNJc0Uyclo2RHJGa2hfdUg5OWFjVXFQU3Bn0gHkAUFVX3lxTE9GcEdqVE05cTVLTUE2aC1WYnpFcTZjNWxuUXJseHZUZklwc1ZmRVVGU3Q3WjF2WE9SVm90MS1qMi1BQjhPOXFiOFZDSGJiQlhNRDBMR2I5bUtvNlUyRVNKSU1COU1sRHVNUUY2NGJfODIzd2J2Q0d4MVNLcW1Kb3RMa0FEajkwOHQzSVdXZzFfc2FUajJyZDNXemdOODE1R1JFRXlzSWRwMWE0N2ZENWhMdEEzQzA5bGk3YzBZRkUyRXFmZTVLTEJzU3FGQ3RTbWczZ1ZaZnZTVXpVU0hHdlZSYm45dQ?oc=5,"Weis Markets patron walks away with $100 worth of groceries without paying, cops say - lehighvalleylive","Weis Markets patron walks away with $100 worth of groceries without paying, cops say &nbsp;&nbsp; lehighvalleylive",news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-17,https://news.google.com/rss/articles/CBMihwFBVV95cUxNZ3Fac3kxcHpuQjkwWFlKX0h1SzZCclE0dFZaSFJVU2lNQnB1ZXdfdzZDcG8xRzRCV3NWUlo3N3NEcTlDR0xXR1Q0dC1Da09lU292UkV0UjNHc2NXR0wxdWoxYVl6TFk4VVNEd1hBdUE0TExtWkQtRTYwRGtjUkNxc1p2QlBtaDg?oc=5,Weis Markets Opening Feb. 19 At Fairway Village In Waldorf - The BayNet,Weis Markets Opening Feb. 19 At Fairway Village In Waldorf &nbsp;&nbsp; The BayNet,news,data_strategy,moderate,,0.5,20260228_000548
consumer,Weis Markets,WMK,pe_mid,news.google.com,google_news,2026-02-05,https://news.google.com/rss/articles/CBMikAFBVV95cUxQWGx5V3FHczV2dnM4ZnZmaldMU0F4WWlIVzJfeEZHTFduWXFSc0NUYTVxV2oyZGtlOGdVRkIweER0NkVCRTh5bVhaRWJmelVYVVYydkJWS29JRlBPYjBQR243N3ZBS3otX2FBbXVNLW01VkxoZzQ5SWdQUzdjaXJSZ3AwRmg0X3NaRThmMXcyblI?oc=5,WEIS MARKETS ANNOUNCES QUARTERLY DIVIDEND - Yahoo Finance,WEIS MARKETS ANNOUNCES QUARTERLY DIVIDEND &nbsp;&nbsp; Yahoo Finance,news,data_strategy,moderate,,0.5,20260228_000548
